rank,route,template,title,family,score,strategic_30,brand_20,acquisition_20,authority_15,utility_15,action,why,source
"414","/design-system","/design-system","Design system · the language we build in · AtomEons","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/design-system/page.tsx"
"415","/dynamic-world-pricing","/dynamic-world-pricing","Dynamic World Pricing — fair-by-country software pricing · AtomEons","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/dynamic-world-pricing/page.tsx"
"416","/handbook","/handbook","The AtomEons Handbook · one document, everything a visitor needs","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/handbook/page.tsx"
"417","/manual","/manual","User Manual · the whole feature set","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/manual/page.tsx"
"418","/mindrest","/mindrest","Mindrest · Brainwave entrainment + adaptogens + optimization","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/mindrest/page.tsx"
"419","/now","/now","Now — what AtomEons is doing this week","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/now/page.tsx"
"420","/orangebox-primer","/orangebox-primer","Orangebox Primer — A Local-First Compression Layer for Claude","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/orangebox-primer/page.tsx"
"421","/plain","/plain","Plain · AI without the jargon · adult on-ramp","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/plain/page.tsx"
"422","/soulkey","/soulkey","SOULKEY · the AtomEons identity architecture","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/soulkey/page.tsx"
"423","/supermodels","/supermodels","Hottest Supermodels · June 2026 · the AtomEons reasoning rankings","lab-catalog","59","13","12","12","12","11","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/supermodels/page.tsx"
"424","/agents","/agents","For agents · AtomEons","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/agents/page.tsx"
"425","/api","/api","API · atomeons.com developer docs · /ask · /search · /embed · /md","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/api/page.tsx"
"426","/art","/art","Art · 368 generative sacred-geometry pieces","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/art/page.tsx"
"427","/ask","/ask","Ask the lab · semantic Q&A · AtomEons","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/ask/page.tsx"
"428","/audit-log","/audit-log","Audit log · every commit · every deploy · AtomEons","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/audit-log/page.tsx"
"429","/compare","/compare","Compare · ATOMEONS products vs alternatives · honest matrices","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/compare/page.tsx"
"430","/compare/ai-tool-sizes","/compare/ai-tool-sizes","AI coding tool install sizes · honest comparison","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/compare/ai-tool-sizes/page.tsx"
"431","/constellation","/constellation","Constellation · the lab as a graph · AtomEons","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/constellation/page.tsx"
"432","/datasets","/datasets","Datasets · public lab data · CC-BY 4.0 · AtomEons","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/datasets/page.tsx"
"433","/discord","/discord","Discord · for hardcore users · join the lab","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/discord/page.tsx"
"434","/glossary","/glossary","Glossary · ${TOTAL} AI terms in plain English · AtomEons","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/glossary/page.tsx"
"435","/integrations","/integrations","Integrations · what AtomEons connects to · stack map","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/integrations/page.tsx"
"436","/kids","/kids","Kids · AI in plain words · for everyone new to it","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/kids/page.tsx"
"437","/lab","/lab","The lab · physical workspace · daily routine","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/lab/page.tsx"
"438","/launcher","/launcher","AtomEons · the launcher","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/launcher/page.tsx"
"439","/live","/live","Live · AtomEons real-time dashboard","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/live/page.tsx"
"440","/lofi","/lofi","Lofi · the lab study room","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/lofi/page.tsx"
"441","/org-chart","/org-chart","Org Chart · AtomEons Systems Laboratory · 1 operator · 16 roles","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/org-chart/page.tsx"
"442","/paths","/paths","Paths · AI Pilot · Cyber Pro · AtomEons","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/paths/page.tsx"
"443","/paths/ai-pilot","/paths/ai-pilot","AI Pilot Track · email-only · free","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/paths/ai-pilot/page.tsx"
"444","/paths/cyber-pro","/paths/cyber-pro","Cyber Pro Track · email-only · free","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/paths/cyber-pro/page.tsx"
"445","/pricing","/pricing","pricing","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/pricing/page.tsx"
"446","/prompt-kit","/prompt-kit","Prompt Kit · all 27 copy-paste AI prompts · AtomEons /learn","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/prompt-kit/page.tsx"
"447","/shortcuts","/shortcuts","Keyboard shortcuts · AtomEons Systems Laboratory","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/shortcuts/page.tsx"
"448","/signature","/signature","Signature · the operator","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/signature/page.tsx"
"449","/skills","/skills","ÆSkill Suite V1.4 · the operator doctrine · public canon","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/skills/page.tsx"
"450","/studio","/studio","Studio · the atelier · AtomEons","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/studio/page.tsx"
"451","/support","/support","Support — user help · AtomEons","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/support/page.tsx"
"452","/teach","/teach","Teach · how AtomEons teaches AI · the lab","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/teach/page.tsx"
"453","/timeline","/timeline","Timeline · AtomEons history · ship log","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/timeline/page.tsx"
"454","/vs","/vs","Comparisons · ${COMPARISONS.length} honest AI head-to-heads · AtomEons","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/vs/page.tsx"
"455","/we-are-ai","/we-are-ai","We are AI now · the takeover declaration · 2026-06-12","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/we-are-ai/page.tsx"
"456","/who-are-you","/who-are-you","Where should we send you?","lab-catalog","57","14","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/who-are-you/page.tsx"
"457","/mindrest/experience","/mindrest/experience","Mindrest · Ocean Entrainment Session","lab-catalog","53","12","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/mindrest/experience/page.tsx"
"458","/proof/[id]","/proof/[id]","Proof Resume · ${id}","lab-catalog","53","12","11","11","11","10","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/proof/[id]/page.tsx"
"459","/atlas","/atlas","Atlas · rich sitemap · every surface on atomeons.com","utility","50","9","6","9","11","15","UTILITY","Necessary journey infrastructure, but it supports rather than creates demand; keep it fast, clear, and out of the primary narrative.","app/atlas/page.tsx"
"460","/start","/start","Start here · AtomEons — What is AI, really?","utility","50","9","6","9","11","15","UTILITY","Necessary journey infrastructure, but it supports rather than creates demand; keep it fast, clear, and out of the primary narrative.","app/start/page.tsx"
"461","/explore","/explore","Explore · the rabbit-hole · AtomEons","utility","48","8","5","9","11","15","UTILITY","Necessary journey infrastructure, but it supports rather than creates demand; keep it fast, clear, and out of the primary narrative.","app/explore/page.tsx"
"462","/welcome","/welcome","Welcome · take ninety seconds inside the lab","utility","48","8","5","9","11","15","UTILITY","Necessary journey infrastructure, but it supports rather than creates demand; keep it fast, clear, and out of the primary narrative.","app/welcome/page.tsx"
"463","/roadmap","/roadmap","Roadmap · what","lab-catalog","47","11","10","9","9","8","UTILITY","A supporting lab surface with situational value; it needs a clearer role in the Creations, Show, Lab, About, or Press architecture.","app/roadmap/page.tsx"
"464","/search","/search","Search — AtomEons directory","utility","47","8","5","9","10","15","UTILITY","Necessary journey infrastructure, but it supports rather than creates demand; keep it fast, clear, and out of the primary narrative.","app/search/page.tsx"
"465","/account","/account","Your account — Orange³","utility","45","7","5","8","10","15","UTILITY","Necessary journey infrastructure, but it supports rather than creates demand; keep it fast, clear, and out of the primary narrative.","app/account/page.tsx"
"466","/success","/success","Welcome to Orange³.","utility","45","7","5","8","10","15","UTILITY","Necessary journey infrastructure, but it supports rather than creates demand; keep it fast, clear, and out of the primary narrative.","app/success/page.tsx"
"467","/legal","/legal","Legal · AtomEons Systems Laboratory","authority-trust","42","8","7","7","15","5","MERGE","Reduces skepticism and supports press or purchase decisions through doctrine, evidence, governance, or disclosure.","app/legal/page.tsx"
"468","/legal/pricing","/legal/pricing","Pricing transparency — fair pricing by country · AtomEons","authority-trust","42","8","7","7","15","5","MERGE","Reduces skepticism and supports press or purchase decisions through doctrine, evidence, governance, or disclosure.","app/legal/pricing/page.tsx"
"469","/legal/privacy","/legal/privacy","Privacy Policy · AtomEons","authority-trust","42","8","7","7","15","5","MERGE","Reduces skepticism and supports press or purchase decisions through doctrine, evidence, governance, or disclosure.","app/legal/privacy/page.tsx"
"470","/legal/refund","/legal/refund","Install Support Guarantee · AtomEons","authority-trust","42","8","7","7","15","5","MERGE","Reduces skepticism and supports press or purchase decisions through doctrine, evidence, governance, or disclosure.","app/legal/refund/page.tsx"
"471","/legal/terms","/legal/terms","Terms of Use · AtomEons","authority-trust","42","8","7","7","15","5","MERGE","Reduces skepticism and supports press or purchase decisions through doctrine, evidence, governance, or disclosure.","app/legal/terms/page.tsx"
"472","/cancel","/cancel","Download not started — no charge","utility","41","7","4","7","8","15","MERGE","Necessary journey infrastructure, but it supports rather than creates demand; keep it fast, clear, and out of the primary narrative.","app/cancel/page.tsx"
"473","/cinema","/cinema","Defense at the frontier","show-media","32","8","9","6","4","6","MERGE","Builds repeat attention and personality through media; value rises when episodes connect directly to creations and proof.","app/cinema/page.tsx"
"474","/home-v3","/home-v3","Home V3 · cinematic home preview · AtomEons","legacy-meta","30","7","6","6","6","5","MERGE","Primarily historical or duplicated site infrastructure; it adds maintenance and narrative fragmentation unless consolidated.","app/home-v3/page.tsx"
"475","/version","/version","Version · JUNE ROCKET","legacy-meta","30","7","6","6","6","5","MERGE","Primarily historical or duplicated site infrastructure; it adds maintenance and narrative fragmentation unless consolidated.","app/version/page.tsx"
"476","/changelog","/changelog","Changelog — public version history · AtomEons","legacy-meta","26","6","5","5","5","5","MERGE","Primarily historical or duplicated site infrastructure; it adds maintenance and narrative fragmentation unless consolidated.","app/changelog/page.tsx"
"477","/v3","/v3","V3 preview · noir-cinema · AtomEons","legacy-meta","26","6","5","5","5","5","MERGE","Primarily historical or duplicated site infrastructure; it adds maintenance and narrative fragmentation unless consolidated.","app/v3/page.tsx"
"478","/skilski","/skilski","skil.ski — the universal skill registry for AI agents","stealth","0","0","0","0","0","0","STEALTH","Intentionally retained as a direct-access build but removed from navigation, search, sitemaps, and indexing while the product is in stealth.","app/skilski/page.tsx"
"479","/skilski/changelog","/skilski/changelog","skil.ski · changelog · version history","stealth","0","0","0","0","0","0","STEALTH","Intentionally retained as a direct-access build but removed from navigation, search, sitemaps, and indexing while the product is in stealth.","app/skilski/changelog/page.tsx"
"480","/skilski/competitors","/skilski/competitors","skil.ski vs Anthropic Skills · OpenAI GPT Store · ElevenLabs · ChatGPT Plugins","stealth","0","0","0","0","0","0","STEALTH","Intentionally retained as a direct-access build but removed from navigation, search, sitemaps, and indexing while the product is in stealth.","app/skilski/competitors/page.tsx"
"481","/skilski/roadmap","/skilski/roadmap","skil.ski · roadmap + anti-roadmap","stealth","0","0","0","0","0","0","STEALTH","Intentionally retained as a direct-access build but removed from navigation, search, sitemaps, and indexing while the product is in stealth.","app/skilski/roadmap/page.tsx"
